match,player,stat,line,over_odds,under_odds,start_time,fixture_id,market_name,market_type
Richmond Tigers v Essendon Bombers,Dion Prestia,Disposals,22.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Dion Prestia disposals 22.5,pickem_disposals
Richmond Tigers v Essendon Bombers,Zach Merrett,Disposals,29.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Zach Merrett disposals 29.5,pickem_disposals
Richmond Tigers v Essendon Bombers,Jye Caldwell,Disposals,27.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Jye Caldwell disposals 27.5,pickem_disposals
Richmond Tigers v Essendon Bombers,Archie Roberts,Disposals,24.0,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Archie Roberts disposals 24,pickem_disposals
Richmond Tigers v Essendon Bombers,Nic Martin,Goals,1.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Nic Martin goals 1.5,pickem_goals
Richmond Tigers v Essendon Bombers,Sam Banks,Disposals,23.0,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Sam Banks disposals 23,pickem_disposals
Richmond Tigers v Essendon Bombers,Zach Merrett,Disposals,31.0,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Zach Merrett disposals 31,pickem_disposals
Richmond Tigers v Essendon Bombers,Archie Roberts,Disposals,24.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Archie Roberts disposals 24.5,pickem_disposals
Richmond Tigers v Essendon Bombers,Nic Martin,Disposals,28.0,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Nic Martin disposals 28,pickem_disposals
Richmond Tigers v Essendon Bombers,Nic Martin,Disposals,27.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Nic Martin disposals 27.5,pickem_disposals
Richmond Tigers v Essendon Bombers,Zach Merrett,Disposals,30.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Zach Merrett disposals 30.5,pickem_disposals
Richmond Tigers v Essendon Bombers,Seth Campbell,Goals,1.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Seth Campbell goals 1.5,pickem_goals
Richmond Tigers v Essendon Bombers,Peter Wright,Goals,2.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Peter Wright goals 2.5,pickem_goals
Richmond Tigers v Essendon Bombers,Nate Caddy,Goals,2.5,,,2025-07-12T09:35:00.000Z,066e891c-585d-45e1-baf0-180b0e972276,Nate Caddy goals 2.5,pickem_goals
Fremantle Dockers v Hawthorn Hawks,Caleb Serong,Goals,0.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Caleb Serong goals 0.5,pickem_goals
Fremantle Dockers v Hawthorn Hawks,Jai Newcombe,Goals,0.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Jai Newcombe goals 0.5,pickem_goals
Fremantle Dockers v Hawthorn Hawks,Andrew Brayshaw,Disposals,29.0,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Andrew Brayshaw disposals 29,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Caleb Serong,Disposals,28.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Caleb Serong disposals 28.5,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Jordan Clark,Disposals,24.0,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Jordan Clark disposals 24,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Luke Ryan,Disposals,21.0,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Luke Ryan disposals 21,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Jai Newcombe,Disposals,23.0,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Jai Newcombe disposals 23,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Karl Amon,Disposals,21.0,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Karl Amon disposals 21,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Josh Ward,Disposals,20.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Josh Ward disposals 20.5,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,James Worpel,Disposals,20.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,James Worpel disposals 20.5,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Caleb Serong,Disposals,28.0,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Caleb Serong disposals 28,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Andrew Brayshaw,Disposals,28.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Andrew Brayshaw disposals 28.5,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Karl Amon,Disposals,22.0,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Karl Amon disposals 22,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Josh Ward,Disposals,20.0,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Josh Ward disposals 20,pickem_disposals
Fremantle Dockers v Hawthorn Hawks,Josh Treacy,Goals,2.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Josh Treacy goals 2.5,pickem_goals
Fremantle Dockers v Hawthorn Hawks,Mabior Chol,Goals,1.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Mabior Chol goals 1.5,pickem_goals
Fremantle Dockers v Hawthorn Hawks,Jack Gunston,Goals,2.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Jack Gunston goals 2.5,pickem_goals
Fremantle Dockers v Hawthorn Hawks,Nick Watson,Goals,1.5,,,2025-07-12T10:10:00.000Z,e5c95c40-9011-487d-842a-096203aca9f9,Nick Watson goals 1.5,pickem_goals
Melbourne Demons v North Melbourne Kangaroos,Christian Petracca,Disposals,26.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Christian Petracca disposals 26.5,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Clayton Oliver,Disposals,25.0,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Clayton Oliver disposals 25,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Jake Bowey,Disposals,21.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Jake Bowey disposals 21.5,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Trent Rivers,Disposals,21.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Trent Rivers disposals 21.5,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Caleb Daniel,Disposals,25.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Caleb Daniel disposals 25.5,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Colby McKercher,Disposals,29.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Colby McKercher disposals 29.5,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Harry Sheezel,Disposals,27.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Harry Sheezel disposals 27.5,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Tom Powell,Disposals,23.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Tom Powell disposals 23.5,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Colby McKercher,Disposals,30.0,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Colby McKercher disposals 30,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Harry Sheezel,Disposals,26.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Harry Sheezel disposals 26.5,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Tom Powell,Disposals,24.0,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Tom Powell disposals 24,pickem_disposals
Melbourne Demons v North Melbourne Kangaroos,Christian Petracca,Goals,1.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Christian Petracca goals 1.5,pickem_goals
Melbourne Demons v North Melbourne Kangaroos,Jake Melksham,Goals,2.0,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Jake Melksham goals 2,pickem_goals
Melbourne Demons v North Melbourne Kangaroos,Kysaiah Pickett,Goals,2.0,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Kysaiah Pickett goals 2,pickem_goals
Melbourne Demons v North Melbourne Kangaroos,Bayley Fritsch,Goals,2.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Bayley Fritsch goals 2.5,pickem_goals
Melbourne Demons v North Melbourne Kangaroos,Harry Sheezel,Goals,0.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Harry Sheezel goals 0.5,pickem_goals
Melbourne Demons v North Melbourne Kangaroos,Nick Larkey,Goals,2.0,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Nick Larkey goals 2,pickem_goals
Melbourne Demons v North Melbourne Kangaroos,Paul Curtis,Goals,1.5,,,2025-07-13T03:10:00.000Z,5f0edb67-398d-4428-8e87-3a6b2ed8e457,Paul Curtis goals 1.5,pickem_goals
St Kilda Saints v Sydney Swans,Jack Higgins,Goals,1.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Jack Higgins goals 1.5,pickem_goals
St Kilda Saints v Sydney Swans,Cooper Sharman,Goals,1.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Cooper Sharman goals 1.5,pickem_goals
St Kilda Saints v Sydney Swans,Chad Warner,Goals,1.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Chad Warner goals 1.5,pickem_goals
St Kilda Saints v Sydney Swans,Errol Gulden,Goals,0.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Errol Gulden goals 0.5,pickem_goals
St Kilda Saints v Sydney Swans,Isaac Heeney,Goals,1.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Isaac Heeney goals 1.5,pickem_goals
St Kilda Saints v Sydney Swans,Hayden McLean,Goals,1.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Hayden McLean goals 1.5,pickem_goals
St Kilda Saints v Sydney Swans,Will Hayward,Goals,1.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Will Hayward goals 1.5,pickem_goals
St Kilda Saints v Sydney Swans,Chad Warner,Disposals,21.0,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Chad Warner disposals 21,pickem_disposals
St Kilda Saints v Sydney Swans,Isaac Heeney,Disposals,23.0,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Isaac Heeney disposals 23,pickem_disposals
St Kilda Saints v Sydney Swans,Callum Mills,Disposals,21.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Callum Mills disposals 21.5,pickem_disposals
St Kilda Saints v Sydney Swans,Jack Macrae,Disposals,25.0,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Jack Macrae disposals 25,pickem_disposals
St Kilda Saints v Sydney Swans,Jack Sinclair,Disposals,26.0,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Jack Sinclair disposals 26,pickem_disposals
St Kilda Saints v Sydney Swans,Jack Steele,Disposals,20.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Jack Steele disposals 20.5,pickem_disposals
St Kilda Saints v Sydney Swans,Nasiah Wanganeen-Milera,Disposals,25.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Nasiah Wanganeen-Milera disposals 25.5,pickem_disposals
St Kilda Saints v Sydney Swans,Callum Mills,Disposals,24.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Callum Mills disposals 24.5,pickem_disposals
St Kilda Saints v Sydney Swans,Chad Warner,Disposals,21.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Chad Warner disposals 21.5,pickem_disposals
St Kilda Saints v Sydney Swans,Errol Gulden,Disposals,27.0,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Errol Gulden disposals 27,pickem_disposals
St Kilda Saints v Sydney Swans,Isaac Heeney,Disposals,23.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Isaac Heeney disposals 23.5,pickem_disposals
St Kilda Saints v Sydney Swans,Nasiah Wanganeen-Milera,Disposals,26.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Nasiah Wanganeen-Milera disposals 26.5,pickem_disposals
St Kilda Saints v Sydney Swans,Chad Warner,Disposals,20.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Chad Warner disposals 20.5,pickem_disposals
St Kilda Saints v Sydney Swans,Errol Gulden,Disposals,26.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Errol Gulden disposals 26.5,pickem_disposals
St Kilda Saints v Sydney Swans,Isaac Heeney,Disposals,22.5,,,2025-07-13T05:15:00.000Z,8323e39b-80a0-4883-8c07-249da122a750,Isaac Heeney disposals 22.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Connor Rozee,Disposals,29.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Connor Rozee disposals 29.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Miles Bergman,Disposals,22.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Miles Bergman disposals 22.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Ollie Wines,Disposals,26.0,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Ollie Wines disposals 26,pickem_disposals
Port Adelaide Power v West Coast Eagles,Zak Butters,Disposals,28.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Zak Butters disposals 28.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Harley Reid,Disposals,18.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Harley Reid disposals 18.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Liam Baker,Disposals,21.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Liam Baker disposals 21.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Liam Duggan,Disposals,21.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Liam Duggan disposals 21.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Tom McCarthy,Disposals,24.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Tom McCarthy disposals 24.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Zak Butters,Disposals,29.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Zak Butters disposals 29.5,pickem_disposals
Port Adelaide Power v West Coast Eagles,Tom McCarthy,Disposals,24.0,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Tom McCarthy disposals 24,pickem_disposals
Port Adelaide Power v West Coast Eagles,Connor Rozee,Goals,0.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Connor Rozee goals 0.5,pickem_goals
Port Adelaide Power v West Coast Eagles,Miles Bergman,Goals,0.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Miles Bergman goals 0.5,pickem_goals
Port Adelaide Power v West Coast Eagles,Mitch Georgiades,Goals,3.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Mitch Georgiades goals 3.5,pickem_goals
Port Adelaide Power v West Coast Eagles,Willie Rioli,Goals,2.0,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Willie Rioli goals 2,pickem_goals
Port Adelaide Power v West Coast Eagles,Jack Lukosius,Goals,2.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Jack Lukosius goals 2.5,pickem_goals
Port Adelaide Power v West Coast Eagles,Harley Reid,Goals,0.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Harley Reid goals 0.5,pickem_goals
Port Adelaide Power v West Coast Eagles,Liam Baker,Goals,0.5,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Liam Baker goals 0.5,pickem_goals
Port Adelaide Power v West Coast Eagles,Liam Duggan,Disposals,22.0,,,2025-07-13T06:40:00.000Z,7afe501e-e879-48ba-a582-f370218d2017,Liam Duggan disposals 22,pickem_disposals
